index,id,text,text_swap_words,text_remove_spacing,text_letter_to_symbol,text_swap_letters,text_insert_punctuation,text_insert_duplicate_characters,text_delete_characters,text_change_case
93,1488300147876540420,"16 inch MacBook Pro: the keyboard is set back so far because of the massive touchpad/screen size and this is bad for my wrists.

But I like the physical escape key, even though it has a Touch Bar.

Hopefully I get used to it somewhat quickly. Lots of accidental clicks and typos.","16 inch MacBook Pro: the keyboard is set back so far because of the massive touchpad/screen size this and is bad for my wrists. But I like the physical escape key, even though it has a Touch Bar. Hopefully I get used to it somewhat quickly. Lots of accidental clicks and typos.","16-inch`MacBook Pro: the keyboard is,set back`so far because`of the massive*touchpad/screen-size,and*this`is bad`for my*wrists.

But`I like the-physical.escape key, even`though it has.a Touch Bar.

Hopefully I-get used to it somewhat quickly. Lots-of accidental clicks and typos.","16 |n[h MacBook Pro the keyboard is set back so far because of the m@S5IvE touchpad/screen $iz{ and this i$ bad for my wrists. But I like the physical escape key, even though it has a Touch Bar. Hopefully I 9{t u${d to it somewhat quickly. Lots of accidental clicks and typos.","16 icnh MacBook Pro: the kyebaord is set back so far because of the masivse touchpad/screen size and this is bad for my wrsits But I like the physical escape key, even though it has a Touch Bar. Hopefully I get used to it somewhat quickly. Lots of accidental clicks and typos.","16 inc]{h MacBook ]Pr!o the keyboard '""is se!.t back so far because of the massive touchpad/screen size and this is bad for my wrists. But I like the physical escape key, even though it has a Touch Bar. Hopefully I @ge=t used to it somewhat quickly. Lots of accidental clicks and typos.","16 inchhh MacBook Pro: the kkeyboardd is set back so far because of the massive touchpad/screen size and this iiss bad for my wrists. But I llikee the physsicaal escape key, even though it has a Touch Bar. Hopefully I get used to it somewhat quickly. Lots of accidental clicks and typos.","16 inh MacBook Pro: the keyboard is set back so far because of the massive touchpad/screen size and this is bad for my wrts But I like the physical ecpe key, even though it has a Touch Bar Hopefully I get usd to it somewhat quickly. Lots of accidental clicks and typos.","16 INCH MacBooK Pro: the keyboard is set back so far because of the MASSIVE touchpad/screen SIZE and this is bad for my wrists. But I like the physical escape key, even though it has a Touch Bar. Hopefully I GET used to it somewhat quickly. Lots of accidental clicks and typos."
94,1488300141748846592,Thinking about how my laptop used to not be able to access Wi-Fi and I had to bring an ethernet cable to hardwire myself into professors' podiums to follow along in class,Thinking about how my laptop used to not be to able access Wi-Fi and I had to bring an ethernet cable to hardwire myself into professors' podiums to follow along in class,"Thinking-about`how my laptop used to,not be`able to access`Wi-Fi and I*had-to,bring*an`ethernet cable`to hardwire*myself`into professors' podiums-to.follow along in`class",Thinking about how my Iap7op u$ed to not be AB1E to @<Ces$ Wi-Fi and I had to bring an ethernet cable to hardwire myself into professors' podiums to follow along in class,Thinking about how my latopp used to not be albe to access Wi-Fi and I had to bring an ethernet calbe to hardwrie myself into prfoesosrs podiums to follow along in class,"Thinking about how my lap]{top used to not ]!be able to a'""ccess Wi-.F!i and I had to bring an ethernet cable to hardwire myself into professors' podiums to follow along in class",Thinking about how my lapttopp used to not be able to aaccesss Wi-Fi and I had to bring an ethernet caablle to hardwire myself into professors' podiums pppodiums follow along in class,Thinking about how my latp used to not be abe to aces Wi-Fi and I had to bring an eteret cable to hardwire myself into pofesors podiums to follow along in class,Thinking about how my LapTOP useD to not be able to ACCeSs Wi-FI and I HaD to bring an ethernet cable to hardwire myself into professors' podiums to follow along in class
95,1488300127706099716,yeah starting my first salaried job is cool but the real win is getting invited to a slack channel with the girlies from my intern class who were also hired full time,yeah starting my first salaried job is cool but real the win is getting invited to a slack channel with the girlies from my intern class who were also hired full time,"yeah-starting`my first salaried job is,cool but`the real win`is getting invited*to-a,slack*channel`with the`girlies from*my`intern class who-were.also hired full`time",yeah $tarTInG my first salaried job is cool but the r{A1 w!n is getting |nv|t{d to a slack channel with the girlies from my intern class who were also hired full 7lm{,yeah starintg my first salaried job is cool but the real win is getting invited to a slcak cahnnel with the girlies from my intern calss who were also hired full time,"yeah startin]{g my first ]salar!ied job '""is ]`cool but the real win is getting invited to a slack channel with the girlies from my intern class who were also hired full ti`(me",yeah startinggg my first salaried jjoob is cool but the real win is getttingg invited to a sslaack cchanneel with the girlies from my intern classss who weerre also hired full time,yeah starig my first salaried job is cool but the real win is getting iited to a slack cannl with the girlies from my intern clss who were also hired full time,yeah STARTING my first salaried job is cool but the REal wiN is getting invited to a SLACk channel with the girlies from my intern class who were also hired full time
96,1488300115332939780,Any python developers out there?,Any python out developers there?,Any-python`developers out there?,Any python dev{IOper$ out there?,Any python deveolpres out there?,Any python develop]{ers out there?,Any python developeeers out there?,Any python develops out there?,Any python DEvELoPERS out there?
97,1488300104020758533,i want to do a family tree but i font bav wifi,i want to do a tree family but i font bav wifi,"i-want`to do a family tree,but i`font bav wifi",i wan7 to do a fAm||y tree but i font 8Av w|4i,i wnat to do a family tere but i font bav wifi,"i wan]{t to do a ]fa!mily tree but '""i ]`font bav wifi",i wanttt to do a family ttreee but i font bav wifi,i wat to do a family tree but i font bav wifi,i WANT to dO a family tree but I font bAv Wifi
98,1488300093887373314,My 5g don’t be 5ging the way y’all advertised 😒 @Verizon,My 5g don’t be 5ging way the y’all advertised 😒 @Verizon,"My-5g`don’t be 5ging the way,y’all advertised`😒 @Verizon",My 5g don be 5ging Be way y’all advertised y ’,My 5g don be 5ging the way y’all way y @Verizon,"My 5g d{o]n be ]!t the 5'""ging y’all wa!.y 😒 @Verizon",My 5g doonn be 5ging bbee way y’all advertised 😒 @Verizon,My 5g don be 5ging the way y’all way y @Verizon,My 5g dON be 5ging bE way y’all advertised Y @Verizon
99,1488300089907064841,I think my next stop shop to level up is learning Adobe Premier Pro🤔,I think my next stop to shop level up is learning Adobe Premier Pro🤔,"I-think`my next stop shop to,level up`is learning Adobe`Premier Pro🤔",I think my nex7 stop $hop to level up is learning AdoBE Pr{m|{r Pro🤔,I think my nxet stop shop to lveel up is learning Adobe Premier Pro🤔,"I think my nex]{t stop ]sh!op to level up '""is ]le`arning Adobe Premier Pro🤔",I think my nexttt stop shop to lleveel up is learning Adobe Premier Pro🤔,I think my net stop shop to level up is learning Adobe Premier Pro🤔,I think my NEXT stoP shop to level up IS learning adoBE Premier pRO🤔
100,1488300084194201601,Looking at nrwl/nx for micro-frontend dev with React... not feeling super inspired with the only MFE example being in Angular with no way to adapt to React (scripts apparently aren't there).,Looking at nrwl/nx for micro-frontend dev with React... not super feeling inspired with the only MFE example being in Angular with no way to adapt to React (scripts apparently aren't there).,"Looking-at`nrwl/nx for micro-frontend dev with,React... not`feeling super inspired`with the only*MFE-example,being*in`Angular with`no way*to`adapt to React-(scripts.apparently aren't there).",Looking at nrw!/nx for micro-frontend dev with React... not feeling super inspired with the On1y Mf{ ex@mpI{ b{ing in Angular with no way to adapt to React 5Cr!p7s apparently aren't there).,Looking at nrlwn/x for micro-frontend dev with Recat not feeling super inispred with the only MFE example benig in Angular with no way to adapt to React (scripts apparently aren't there).,Looking at nrw{l/n]x for micro-frontend ]de!v with React... not f?eelin/g !su.per inspired with the only MFE example being in Angular with no way to adapt to React (scripts apparently aren't there).,Looking at nrwll/nxx for micro-frontend dev with RReacct not feeling super inspired with the only MFE exammplee being in AAnggular with no wwayy to adapt to React sscriipts apparently aren't there).,Looking at nrwlx for micro-frontend dev with Rect not feelg super inspired with the only MFE example being in Aglar with no way to adapt to Rect (scripts apparently aren't there).,Looking at nrwL/NX for micro-frontend dEv with React... not feeling SUPeR inspired with the Only MFE example BEINg in Angular with no way to adapt to React (scripts apparently aren't there).
101,1488300079706423301,I need to start carrying my MacBook with me again. I hate using these desktops for my hands-on labs,I need to start carrying my MacBook with me I again. hate using these desktops for my hands-on labs,"I-need`to start carrying my MacBook,with me`again. I hate`using these desktops*for-my,hands-on*labs",I need to $tarT Carryln9 my MacBook with me again. I hate uS|ng these desktops for my hands-on labs,I need to strat carrying my MacBook with me again. I htae using these desktops for my hands-on labs,"I need to sta]{rt carrying my ]MacBo!ok with me again. I hate u'""sing these ]de`sktops for my hands-on labs",I need to starrrt carrying my MacBook with me again. I hhatee using these desktops for my hands-on labs,I need to strt carrying my MacBook with me again. I hate usng these deskos for my hands-on labs,I need to sTART carrying my MacBooK with me again. I hate using these desktops for my hands-on LAbs
102,1488300078460817408,T-Mobile has terrible customer service,T-Mobile has customer terrible service,T-Mobile-has`terrible customer service,T-Mobile ha$ terrible customer Serv|({,T-Mobile has terrible customer service,T-Mobile h{a]s terrible ]custo!mer service,T-Mobile haass terrible customer sservvice,T-Mobile has terrible customer service,T-Mobile hAS terrible customer servicE
103,1488300077873467392,You like Android audios?,You Android like audios?,You-like`Android audios?,You like andrOId aud|os,You like Anrdiod audios?,You like And{roi]d audios?,You like Andrroidd audios?,You like Andrd audios?,You like AndROID audios?
104,1488300064686673924,i haven't had wifi since friday im rly using all of my 4g to simp over geralt. it must be done.,i haven't had wifi since friday im rly using of all my 4g to simp over geralt. it must be done.,"i-haven't`had wifi since friday im,rly using`all of my`4g to simp*over-geralt.,it*must`be done.",i hav{ had wifi wIf| friday im rly using all of my 4g 49 simp over geralt. it must be B{,i hvae had wifi since friday fidray rly using all of my 4g 4g simp over geralt. it must be be,"i hav]{e had wifi ]wi!fi friday im '""im using usi.n!g of my 4g to simp over geralt. it must be done.",i haveee had wifi since friday ffridday rly using all of my 4g to simp over geralt. it must be bbee,i hae had wifi since friday im im using all of my 4g to simp over geralt. it must be done.,i HAVE had hAd since friday im IM using all of my 4g 4G simp simP geralt. it must be done.
105,1488300035938787328,So excited for @phantom mobile wallet. So easy to set up on iOS. #Solana,So excited for @phantom mobile So wallet. easy to set up on iOS. #Solana,"So-excited`for @phantom mobile wallet. So,easy to`set up on`iOS. #Solana",So excited for @ mobile wallet. So easy eA$y set up on iOS. #Solana,So excited for @ mobile wallet. So easy to set set on iOS. iOS,"So excited for {]@ mobile ]mo!bile So easy e'""asy set se!.t on iOS. #Solana",So excited for @@@ mobile wallet. wwalllet easy to set up on iOS. #Solana,So excited for @ mobile wallet. So easy to set set on iOS. iOS,So excited for @ mobile wallet. WaLLEt easy to set SEt on iOS. #Solana
106,1488300030544859137,"I HATE laptop upgrades on mac OS for work. Makes working damn near impossible for a day because then xCode and iTunes have to update, and Charles, and a whole bunch of other dumb crap.","I HATE laptop upgrades on mac OS for work. Makes working damn near impossible for a day then because xCode and iTunes have to update, and Charles, and a whole bunch of other dumb crap.","I-HATE`laptop upgrades on mac OS,for work.`Makes working damn`near impossible for*a-day,because*then`xCode and`iTunes have*to`update, and Charles,-and.a whole bunch`of other dumb.crap.","I HATE Iap7op upgr@des on mac oS for work Makes working damn near impossible for a day because then xCode and iTunes have to update, and Charles, and a whole bunch of other dum6 crap.","I HATE latopp upgrades on mac OS for wrok Makes working damn near imposisble for a day because then xCode and iTuens have to update, and Charles, and a wohle bunch of other dumb crap.","I HATE lap]{top upgrades on ]ma!c OS for w'""ork Mak.e!s working damn near impossible for a day because then xCode and iTunes have to update, and Charles, and a whole bunch of other dumb crap.","I HATE lapttopp upgrades on mac OS for wworrk Makes working dammnn near impossible for a ddaay because then xxCodee and iTunes have to update, and CCharrles and a whole bunch of other dumb crap.","I HATE latp upgrades on mac OS for work. Makes working damn near impossible for a day because then xode and iTunes hae to udte and Charles, and a whole bunch of oter dumb crap.","I HATE LapTOP upgradEs on mac OS for WORK Makes workiNg damn near impossible for a day because then XcODe and iTunes have to update, and Charles, and a whole bunch of other dumb crap."
